hhid,hhgroup,sample_segment,sample_county,final_cnty,cityofredmond,cityofseattle,psrc,final_home_tract,final_home_bg,final_home_puma10,final_home_rgcnum,final_home_uvnum,final_home_taz2010,travelweek,traveldate,dayofweek,hhsize,vehicle_count,numadults,numchildren,numworkers,lifecycle,hhincome_detailed,hhincome_followup,hhincome_broad,car_share,rent_own,res_dur,res_type,res_months,offpark,offpark_cost,streetpark,prev_home_wa,prev_home_tract,prev_home_bg,prev_home_puma10,prev_home_rgcname,prev_home_taz2010,prev_home_notwa_notus,prev_home_notwa_city,prev_home_notwa_zip,prev_home_notwa_state,prev_rent_own,prev_res_type,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,rmove_optin,diary_incentive_type,extra_incentive,call_center,mobile_device,contact_email,contact_phone,foreign_language,google_translate,recruit_start_pt,recruit_end_pt,recruit_duration_min,numdayscomplete,day1complete,day2complete,day3complete,day4complete,day5complete,day6complete,day7complete,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17124861,2,1,Snohomish,4,0,0,1,53061053802,530610538024,11705,1,0,2366,5,5/2/17,3,3,3,2,1,2,2,7,,5,2,1,2,1,1,2,0,1,2,,,,,,0,Ocala,,9,1,1,4,5,4,1,3,4,2,1,1,2,2,0,0,0,1,0,0,0,33:54.1,53:56.5,20,1,1,,,,,,,4,1,632.6972048,632.6972048
17124862,2,13,Kitsap,2,0,0,1,53035090900,530350909003,11801,1,0,3692,3,4/18/17,3,4,5,2,2,2,2,10,,5,2,1,5,1,1,7,0,1,,,,,,,,,,,,,2,3,3,3,3,2,2,3,3,,1,0,0,0,1,0,0,0,57:17.4,11:06.5,14,1,1,,,,,,,19,1,218.0617179,218.0617179
17124875,2,1,King,1,0,0,1,53033030314,530330303142,11612,1,0,1123,3,4/20/17,5,1,0,1,0,0,4,2,,1,2,1,6,4,1,10,0,4,,,,,,,,,,,,,4,4,4,1,5,1,4,1,2,,4,0,1,0,,,0,0,06:55.4,20:50.3,14,1,1,,,,,,,4,1,6216.875943,6216.875943
17124939,2,11,King,1,0,0,1,53033010500,530330105004,11605,1,0,737,5,5/2/17,3,3,2,2,1,2,2,9,,5,2,1,5,1,1,2,0,1,,,,,,,,,,,,,5,4,3,1,3,5,1,4,5,2,2,0,0,0,1,0,0,0,43:19.0,53:04.8,10,1,1,,,,,,,9,1,1656.685979,1656.685979
17124943,1,51,King,1,0,1,0,53033007402,530330074023,11603,21,28,547,3,4/18/17,3,2,1,2,0,2,6,8,,5,1,2,5,4,1,0,,3,,,,,,,,,,,,,5,2,4,1,1,1,2,5,5,1,,0,0,1,1,0,0,0,00:50.1,37:21.3,37,2,1,1,0,0,0,0,0,18,2,546.648033,273.3240165
17124944,2,23,King,1,1,0,0,53033032321,530330323213,11616,1,0,1714,2,4/12/17,4,2,2,2,0,2,6,9,,5,2,1,4,1,1,0,,1,2,,,,,,0,Indianpolis,,14,2,4,5,5,5,3,5,5,5,5,5,,1,0,0,0,,,0,0,34:34.3,42:05.2,8,1,1,,,,,,,2,1,23.875,23.875
17124950,2,22,King,1,1,0,0,53033022606,530330226062,11607,1,0,1643,4,4/27/17,5,4,2,2,2,1,1,6,,4,2,2,1,2,1,2,0,1,1,53033022801,530330228013,11608,,1610,,,,,2,3,4,5,4,4,4,5,4,4,4,,1,0,0,0,1,0,0,0,18:42.2,29:59.3,11,1,1,,,,,,,4,1,16.28279383,16.28279383
17124962,2,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,8,5/24/17,4,2,2,2,0,2,7,10,,5,1,1,4,4,1,2,0,3,1,53033005600,530330056001,11603,,345,,,,,1,1,4,4,3,3,4,3,5,4,5,,2,1,0,1,1,0,0,0,13:17.8,24:07.7,11,1,1,,,,,,,4,1,148.338735,148.338735
17124972,1,50,King,1,0,1,0,53033007200,530330072003,11603,20,38,463,4,4/25/17,3,1,0,1,0,1,4,5,,3,1,2,5,4,1,10,150,3,,,,,,,,,,,,,1,1,1,1,4,1,1,5,5,1,,0,0,0,1,0,0,0,42:22.0,52:00.8,10,7,1,1,1,1,1,1,1,20,4,166.8614085,41.71535211
17124996,2,51,King,1,0,1,0,53033008002,530330080021,11603,20,7,481,5,5/3/17,4,2,1,2,0,0,8,8,,5,2,1,4,4,1,1,0,3,1,53033008002,530330080022,11603,Seattle Downtown,468,,,,,1,4,3,4,2,1,1,1,1,1,5,,2,0,0,0,1,0,0,0,24:03.3,38:08.1,14,1,1,,,,,,,4,1,28.74362937,28.74362937
17125056,2,51,King,1,0,1,0,53033007402,530330074023,11603,21,28,547,9,6/1/17,5,2,2,2,0,2,7,7,,5,2,1,1,4,1,0,,2,2,,,,,,0,baton ROuge,70808,18,1,4,5,4,4,5,4,4,5,4,5,,1,1,0,0,1,0,0,0,08:25.2,15:13.3,7,1,1,,,,,,,2,1,426.6382554,426.6382554
17125077,2,53,King,1,0,1,0,53033011001,530330110011,11605,1,27,774,6,5/10/17,4,1,0,1,0,0,5,2,,1,2,2,6,6,1,10,0,2,,,,,,,,,,,,,1,5,5,1,2,1,5,5,5,,2,0,0,1,1,0,0,0,16:40.3,22:14.5,6,1,1,,,,,,,0,1,28.33095561,28.33095561
17125102,2,57,King,1,0,1,0,53033010300,530330103005,11604,1,11,721,9,5/31/17,4,1,1,1,0,1,4,6,,4,2,1,4,2,1,1,0,3,1,53033009900,530330099004,11605,,685,,,,,2,4,5,4,4,1,4,1,3,5,5,2,1,0,0,0,1,0,0,0,14:14.8,21:44.1,7,1,1,,,,,,,11,1,7.54179387,7.54179387
17125114,2,55,King,1,0,1,0,53033001200,530330012003,11602,22,26,67,5,5/2/17,3,1,0,1,0,0,5,3,,2,2,1,7,4,2,1,0,3,,,,,,,,,,,,,1,4,4,1,5,4,4,5,5,,4,0,1,0,,,0,0,33:48.4,43:56.3,10,1,1,,,,,,,6,1,17.89199976,17.89199976
17125116,2,51,King,1,0,1,0,53033007500,530330075003,11604,21,9,425,4,4/25/17,3,1,1,1,0,1,3,5,,3,2,2,1,4,1,4,150,3,2,,,,,,0,Pocatello,,12,1,1,4,5,3,3,3,3,5,5,5,2,1,0,0,0,,,0,0,16:25.1,26:31.5,10,1,1,,,,,,,5,1,24.79946246,24.79946246
17125150,2,57,King,1,0,1,0,53033004302,530330043021,11602,24,31,285,1,4/4/17,3,1,1,1,0,0,5,3,,2,2,2,5,2,1,1,0,2,,,,,,,,,,,,,1,5,2,1,1,1,3,1,5,,3,0,0,0,1,0,0,0,14:37.8,22:40.0,8,1,1,,,,,,,4,1,10.02402274,10.02402274
17125249,2,57,King,1,0,1,0,53033004302,530330043022,11602,24,31,286,6,5/10/17,4,1,1,1,0,1,3,2,,1,1,2,5,4,1,7,80,1,,,,,,,,,,,,,4,4,3,3,3,3,3,3,3,,1,0,0,0,1,0,0,0,54:35.2,02:16.6,8,1,1,,,,,,,4,1,7.355230363,7.355230363
17125259,2,51,King,1,0,1,0,53033007500,530330075001,11604,21,9,425,8,5/25/17,5,1,1,1,0,1,4,8,,5,2,2,7,4,2,0,,3,,,,,,,,,,,,,4,4,4,4,2,3,3,4,5,,2,0,0,0,1,0,0,0,09:14.7,29:49.8,20,1,1,,,,,,,7,1,24.79946246,24.79946246
17125269,2,57,King,1,0,1,0,53033004302,530330043022,11602,24,31,285,2,4/11/17,3,2,1,2,0,2,6,6,,4,2,2,1,4,1,1,50,4,2,,,,,,0,Malden,2148,21,2,2,5,5,3,4,5,3,5,5,3,2,1,0,0,0,1,0,0,0,59:16.5,08:12.8,9,1,1,,,,,,,4,1,7.06932697,7.06932697
17125271,2,23,King,1,1,0,0,53033022802,530330228022,11607,1,0,1627,3,4/18/17,3,4,2,2,2,1,2,10,,5,2,1,6,1,1,4,0,1,,,,,,,,,,,,,5,3,3,3,4,5,3,3,4,2,1,0,0,0,1,0,0,0,52:19.8,06:18.2,14,1,1,,,,,,,14,1,24.2053125,24.2053125
17125286,2,51,King,1,0,1,0,53033005000,530330050001,11601,1,39,269,8,5/23/17,3,2,3,2,0,2,7,8,,5,2,1,6,1,1,1,0,1,,,,,,,,,,,,,4,4,5,4,4,4,5,4,5,,1,0,0,0,1,0,0,0,54:31.3,04:42.9,10,1,1,,,,,,,17,1,557.4,557.4
17125297,2,50,King,1,0,1,0,53033008500,530330085001,11603,21,16,578,1,4/6/17,5,2,0,2,0,0,8,8,,5,2,4,5,4,1,0,,3,,,,,,,,,,,,,3,4,5,3,4,2,3,5,5,,1,0,0,0,1,0,0,0,53:33.2,10:36.0,17,1,1,,,,,,,4,1,54.84928842,54.84928842
17125304,2,55,King,1,0,1,0,53033010001,530330100013,11605,1,25,711,9,5/31/17,4,5,1,2,3,2,1,9,,5,1,1,6,1,1,4,0,2,,,,,,,,,,,,,3,4,2,3,4,2,4,5,5,,1,0,0,0,1,0,0,0,34:22.9,44:45.7,10,1,1,,,,,,,22,1,311.4,311.4
17125327,2,55,King,1,0,1,0,53033001900,530330019001,11602,22,26,70,2,4/13/17,5,1,1,1,0,0,5,5,,3,2,1,6,1,1,6,0,1,,,,,,,,,,,,,5,5,4,4,3,4,3,5,4,2,4,0,0,0,1,0,0,0,29:26.7,43:42.4,14,1,1,,,,,,,5,1,18.65132005,18.65132005
17125333,1,1,Kitsap,2,0,0,1,53035092400,530350924001,11802,1,0,3642,4,4/25/17,3,4,2,2,2,1,1,8,,5,2,2,1,1,2,4,0,1,1,53035091302,530350913022,11801,,3519,,,,,2,4,5,5,2,4,4,3,3,3,4,1,,0,0,1,1,0,0,0,21:07.3,02:49.6,41,6,1,1,0,1,1,1,1,123,3,1785.57185,595.1906166
17125391,2,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,3,4/18/17,3,2,1,2,0,2,7,10,,5,2,1,3,1,1,1,0,1,1,53033008001,530330080014,11603,Seattle Downtown,452,,,,,1,4,4,2,2,4,3,3,2,4,5,2,1,0,0,0,1,0,0,0,58:21.0,07:21.6,9,1,1,,,,,,,7,1,177.2746955,177.2746955
17125407,2,59,King,1,0,1,0,53033005200,530330052002,11602,24,35,307,5,5/4/17,5,3,1,3,0,3,6,2,,1,2,2,2,4,1,10,75,3,1,53033005200,530330052001,11602,Seattle University Community,307,,,,,2,4,5,5,4,3,3,3,3,4,5,2,1,0,0,0,1,0,0,0,15:13.8,30:52.7,15,1,1,,,,,,,9,1,4.25,4.25
17125410,2,51,King,1,0,1,0,53033007402,530330074021,11603,21,9,429,6,5/10/17,4,1,0,1,0,1,3,3,,2,2,2,4,4,1,8,80,3,2,,,,,,0,San Francisco,,5,2,4,5,4,4,1,1,1,2,5,5,,1,0,0,0,1,0,0,0,00:12.4,11:40.0,11,1,1,,,,,,,10,1,23.58508241,23.58508241
17125419,2,11,Snohomish,4,0,0,1,53061040800,530610408002,11703,7,0,2280,4,4/25/17,3,1,0,1,0,0,4,2,,1,2,2,4,4,1,10,0,3,1,53033007900,530330079005,11604,Seattle First Hill/Capitol Hill,555,,,,,2,4,3,5,4,3,3,1,5,5,5,,4,0,0,0,,,0,0,06:25.1,19:35.9,13,1,1,,,,,,,4,1,715.9299556,715.9299556
17125439,2,23,King,1,1,0,0,53033032309,530330323093,11607,1,0,1683,6,5/9/17,3,1,1,1,0,1,4,11,6,6,2,5,6,2,1,1,0,4,,,,,,,,,,,,,5,4,1,1,3,1,3,3,4,,1,0,0,0,1,0,0,0,01:18.6,10:45.9,9,1,1,,,,,,,4,1,23.875,23.875
17125443,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,7,5/16/17,3,1,1,1,0,1,3,7,,5,2,2,1,4,1,10,85,4,1,53033022500,530330225005,11607,,1666,,,,,2,4,5,4,2,3,4,1,2,1,5,,1,1,0,0,1,0,0,0,31:04.1,40:19.7,9,1,1,,,,,,,5,1,4.275,4.275
17125465,2,53,King,1,0,1,0,53033005301,530330053012,11602,24,36,282,3,4/19/17,4,2,1,2,0,2,7,4,,2,2,3,4,4,1,1,0,1,1,53033026200,530330262004,11611,,954,,,,,3,4,2,1,2,3,1,1,1,1,2,2,2,0,0,0,,,0,0,15:50.5,27:56.4,12,1,1,,,,,,,8,1,330.3075704,330.3075704
17125472,2,54,King,1,0,1,0,53033008100,530330081002,11603,20,12,531,8,5/23/17,3,1,0,1,0,1,4,7,,5,1,2,5,4,1,1,0,3,,,,,,,,,,,,,5,4,1,1,1,1,1,5,5,2,1,1,0,0,1,0,0,0,12:35.1,29:08.9,17,1,1,,,,,,,7,1,30.02651462,30.02651462
17125475,2,2,Pierce,3,0,0,1,53053071210,530530712103,11506,1,0,3312,4,4/27/17,5,2,2,2,0,0,7,7,,5,2,1,4,1,1,4,0,1,1,53053071100,530530711002,11504,,3323,,,,,1,1,2,4,5,4,3,4,5,4,4,2,1,0,0,0,0,1,0,0,21:10.5,44:59.5,23,1,1,,,,,,,14,1,569.4611689,569.4611689
17125476,2,50,King,1,0,1,0,53033005802,530330058022,11603,1,38,395,7,5/17/17,4,2,2,2,0,1,8,11,5,5,2,1,6,1,1,2,0,1,,,,,,,,,,,,,5,4,1,1,3,3,2,3,4,2,5,1,0,0,,,0,0,01:22.1,11:22.4,10,1,1,,,,,,,10,1,45.8125313,45.8125313
17125477,2,32,King,1,1,0,0,53033022803,530330228033,11607,17,0,1617,6,5/10/17,4,1,1,1,0,1,4,11,5,5,2,2,5,4,1,10,0,4,,,,,,,,,,,,,5,5,1,1,1,1,5,1,5,,1,0,0,0,1,0,0,0,08:41.5,14:38.8,6,1,1,,,,,,,2,1,12.225,12.225
17125483,2,3,King,1,0,0,1,53033032321,530330323211,11616,1,0,1740,6,5/11/17,5,2,2,2,0,2,8,8,,5,2,1,7,1,1,4,0,1,,,,,,,,,,,,,5,4,4,4,3,5,4,2,3,2,4,0,0,0,1,0,0,0,01:08.9,12:58.3,11,1,1,,,,,,,4,1,4470.553502,4470.553502
17125488,2,11,Pierce,3,0,0,1,53053061601,530530616011,11501,27,0,2871,4,4/27/17,5,2,1,2,0,2,6,5,,3,2,2,3,4,1,10,70,1,1,53053061601,530530616011,11501,Tacoma Downtown,2868,,,,,2,4,5,4,4,3,4,3,4,5,5,2,1,0,0,0,1,0,0,0,04:18.8,13:19.1,9,1,1,,,,,,,10,1,267.425,267.425
17125504,1,50,King,1,0,1,0,53033007000,530330070002,11603,25,38,398,2,4/11/17,3,2,1,2,0,1,6,10,,5,2,1,4,4,1,1,0,4,1,53033007100,530330071002,11603,Seattle Uptown,441,,,,,2,4,5,3,4,3,4,1,4,5,5,1,,0,0,1,1,0,0,0,01:14.5,15:12.5,14,7,1,1,1,1,1,1,1,43,4,52.21200106,13.05300027
17125514,2,3,Snohomish,4,0,0,1,53061050200,530610502001,11701,1,0,2504,8,5/24/17,4,2,2,2,0,0,8,7,,5,2,1,6,1,1,2,0,1,,,,,,,,,,,,,2,4,5,2,2,2,2,2,5,2,2,1,0,0,1,0,0,0,44:39.1,00:21.1,16,1,1,,,,,,,6,1,501.3105418,501.3105418
17125516,1,51,King,1,0,1,0,53033004700,530330047003,11601,1,5,242,6,5/9/17,3,1,1,1,0,1,4,7,,5,2,1,5,4,1,2,0,3,,,,,,,,,,,,,5,5,4,1,3,1,4,4,5,1,,0,0,0,1,0,0,0,34:11.2,53:19.8,19,7,1,1,1,1,1,1,1,42,4,23.23867336,5.809668339
17125529,2,50,King,1,0,1,0,53033007600,530330076003,11604,21,0,424,1,4/6/17,5,2,1,2,0,2,6,6,,4,1,1,1,2,1,1,0,2,1,53033008400,530330084003,11603,Seattle First Hill/Capitol Hill,550,,,,,1,4,4,3,5,5,2,1,4,4,5,,1,0,0,0,1,0,0,0,28:47.5,34:03.8,6,1,1,,,,,,,6,1,834.6494094,834.6494094
17125535,2,57,King,1,0,1,0,53033004301,530330043011,11602,24,31,289,6,5/9/17,3,1,0,1,0,0,3,11,6,6,2,2,1,6,1,0,,1,2,,,,,,0,Round Rock,,44,2,1,5,5,3,1,3,3,3,5,5,,1,0,0,0,1,0,0,0,06:48.1,12:28.4,6,1,1,,,,,,,8,1,8.23200178,8.23200178
17125546,2,2,King,1,0,0,1,53033029303,530330293034,11610,1,0,1308,9,6/1/17,5,1,1,1,0,1,4,6,,4,2,1,6,2,1,2,0,3,,,,,,,,,,,,,1,5,4,1,2,1,4,1,3,2,1,0,0,0,1,1,0,0,50:07.1,59:16.0,9,1,1,,,,,,,3,1,552.4634601,552.4634601
17125554,2,52,King,1,0,1,0,53033001300,530330013003,11601,1,4,77,3,4/20/17,5,4,2,4,0,2,7,4,,2,2,1,7,1,1,0,,1,,,,,,,,,,,,,3,4,4,3,3,3,3,3,4,,1,0,0,0,1,0,0,0,45:42.1,54:04.3,9,1,1,,,,,,,6,1,465.6285442,465.6285442
17125576,1,2,Snohomish,4,0,0,1,53061053508,530610535081,11706,1,0,2125,9,5/30/17,3,2,2,2,0,2,7,7,,5,2,1,5,1,1,3,0,1,,,,,,,,,,,,,4,4,3,3,3,2,4,3,3,1,,1,0,0,1,0,0,0,15:47.6,31:08.2,16,7,1,1,1,1,1,1,1,50,4,546.9,136.725
17125589,2,52,King,1,0,1,0,53033009200,530330092002,11603,20,18,610,2,4/11/17,3,1,2,1,0,1,4,8,,5,2,2,5,4,1,2,300,3,,,,,,,,,,,,,1,4,1,1,4,1,4,5,5,,1,0,0,0,1,0,0,0,59:53.6,06:31.6,7,1,1,,,,,,,2,1,364.97721,364.97721
17125590,2,55,King,1,0,1,0,53033011402,530330114021,11605,1,41,797,7,5/17/17,4,3,2,2,1,1,2,5,,3,2,1,7,1,1,4,0,1,,,,,,,,,,,,,5,5,4,3,3,4,5,3,4,,2,0,0,0,1,0,0,0,01:40.4,12:57.7,11,1,1,,,,,,,7,1,14.79012238,14.79012238
17125617,2,51,King,1,0,1,0,53033005100,530330051001,11601,1,39,311,2,4/13/17,5,4,2,2,2,1,1,7,,5,2,2,4,2,1,1,0,2,2,,,,,,0,Indianapolis,,14,1,1,4,3,3,3,4,3,2,3,5,,1,0,0,1,1,0,0,0,56:11.5,08:06.5,12,1,1,,,,,,,3,1,27.71540047,27.71540047
17125653,1,50,King,1,0,1,0,53033007100,530330071001,11603,25,38,442,6,5/9/17,3,2,2,2,0,0,7,7,,5,2,1,3,4,1,1,0,3,1,,,,,,,,,,1,1,2,3,3,1,4,2,3,5,5,1,,0,0,0,1,0,0,0,25:46.8,43:37.6,18,5,0,1,1,1,1,1,0,99,2,62.90446664,31.45223333
17125664,2,52,King,1,0,1,0,53033008700,530330087002,11604,1,2,599,3,4/20/17,5,1,1,1,0,1,4,11,6,6,2,2,5,4,1,10,0,3,,,,,,,,,,,,,4,5,2,3,4,3,4,5,5,2,4,0,1,0,,,0,0,38:56.5,56:45.9,18,1,1,,,,,,,6,1,25.81952563,25.81952563
17125676,2,55,King,1,0,1,0,53033011401,530330114012,11605,1,41,796,2,4/11/17,3,1,1,1,0,1,4,2,,1,2,1,6,2,1,1,0,1,,,,,,,,,,,,,5,5,5,5,2,1,4,4,5,,2,0,0,1,1,0,0,0,46:13.0,53:40.7,7,1,1,,,,,,,5,1,14.051204,14.051204
17125699,1,23,King,1,1,0,0,53033032325,530330323253,11607,1,0,1679,7,5/16/17,3,3,1,2,1,1,1,7,,5,2,2,1,2,1,1,0,1,1,53033023804,530330238042,11608,Bellevue,1547,,,,,3,4,5,5,3,3,3,4,3,3,5,1,,0,0,1,1,0,0,0,15:04.0,43:01.5,28,6,1,1,1,1,1,1,0,100,3,42.26617507,14.08872502
17125719,2,50,King,1,0,1,0,53033008400,530330084002,11603,21,16,576,9,5/31/17,4,2,2,2,0,2,7,9,,5,1,1,3,4,1,1,0,2,1,53033026600,530330266001,11611,,862,,,,,1,1,5,3,4,3,3,1,3,4,4,,1,0,0,0,1,0,0,0,28:01.9,35:32.3,7,1,1,,,,,,,6,1,118.7224852,118.7224852
17125729,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,24,4,4/27/17,5,1,0,1,0,1,4,2,,1,2,1,4,4,1,1,0,1,1,53033010100,530330101005,11604,,715,,,,,2,1,4,5,2,3,2,1,4,5,5,2,2,0,0,0,0,1,0,0,33:29.4,51:15.1,18,1,1,,,,,,,7,1,4.25,4.25
17125731,2,13,King,1,0,0,1,53033022005,530330220051,11607,11,0,1731,5,5/4/17,5,2,2,2,0,2,7,7,,5,2,1,6,2,1,2,35,3,,,,,,,,,,,,,4,4,4,5,3,2,2,4,5,,1,0,0,0,1,0,0,0,22:58.4,37:36.7,15,1,1,,,,,,,8,1,3504.323301,3504.323301
17125733,2,12,King,1,0,0,1,53033004100,530330041005,11602,1,0,300,8,5/25/17,5,3,2,2,1,2,1,10,,5,2,1,3,1,1,1,0,3,1,53033022500,530330225004,11607,,1664,,,,,1,4,3,4,4,5,4,5,4,2,4,2,2,0,0,0,1,0,0,0,56:08.8,10:28.7,14,1,1,,,,,,,8,1,561.3731174,561.3731174
17125748,2,3,Snohomish,4,0,0,1,53061051925,530610519254,11704,1,0,2561,5,5/2/17,3,2,2,2,0,1,7,7,,5,2,2,5,4,1,1,0,1,,,,,,,,,,,,,5,5,5,3,4,5,3,3,4,,1,0,0,0,1,0,0,0,55:06.0,12:45.1,17,1,1,,,,,,,2,1,492.9,492.9
17125765,2,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,7,5/16/17,3,1,1,1,0,1,4,10,,5,2,1,5,4,1,2,0,3,,,,,,,,,,,,,5,4,3,3,4,3,1,4,5,2,1,1,0,0,1,0,0,0,12:33.5,30:27.6,18,1,1,,,,,,,6,1,8.400075277,8.400075277
17125803,2,12,King,1,0,0,1,53033020300,530330203002,11606,1,0,1832,1,4/4/17,3,2,2,2,0,1,8,5,,3,2,1,4,1,1,6,0,3,2,,,,,,0,"Tucson, ",,3,1,1,4,4,3,3,4,3,4,2,4,,4,0,0,0,,,0,0,22:25.0,49:58.6,27,1,1,,,,,,,4,1,186.3,186.3
17125830,2,51,King,1,0,1,0,53033004700,530330047002,11601,1,5,256,8,5/23/17,3,1,1,1,0,1,4,7,,5,2,1,2,4,1,0,,3,1,53033007100,530330071002,11603,Seattle Uptown,443,,,,,2,4,5,5,4,3,4,3,3,4,5,2,2,0,0,0,1,0,0,0,00:21.1,11:45.4,11,1,1,,,,,,,8,1,23.23867336,23.23867336
17125834,2,51,King,1,0,1,0,53033007500,530330075003,11604,21,9,426,3,4/18/17,3,2,1,2,0,2,6,10,,5,2,1,5,4,1,10,0,1,,,,,,,,,,,,,5,4,4,2,4,2,4,5,5,2,2,0,0,1,1,0,0,0,25:19.6,37:19.1,12,1,1,,,,,,,5,1,25.58271904,25.58271904
17125875,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,6,5/10/17,4,5,1,4,1,2,1,5,,3,1,1,4,1,1,1,0,1,1,53033002500,530330025002,11602,,185,,,,,2,1,5,3,5,1,2,4,1,5,5,,1,0,0,0,1,0,0,0,43:56.4,53:30.1,10,1,1,,,,,,,16,1,167.4,167.4
17125883,1,23,King,1,1,0,0,53033032313,530330323132,11607,1,0,1649,5,5/2/17,3,1,1,1,0,1,3,7,,5,2,2,4,4,1,1,0,3,2,,,,,,0,Henderson,,28,2,4,5,5,2,3,4,3,4,2,4,1,,0,0,0,1,0,0,0,28:09.2,41:07.4,13,7,1,1,1,1,1,1,1,8,4,23.875,5.968749999
17125885,1,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,6,5/9/17,3,1,0,1,0,1,4,2,,1,2,2,2,4,1,5,0,2,1,53033007000,530330070005,11603,Seattle Uptown,398,,,,,2,4,3,5,4,1,1,3,1,5,1,1,,0,0,0,1,0,0,0,16:09.5,22:49.1,6,1,0,0,0,0,0,0,1,30,1,89.00838576,89.00838576
17125889,2,22,King,1,1,0,0,53033022605,530330226051,11607,1,0,1702,7,5/16/17,3,3,2,2,1,2,2,7,,5,2,1,2,1,1,3,0,3,2,,,,,,0,Dacono,,6,1,1,5,5,5,3,2,5,4,3,4,,1,0,0,1,1,0,0,0,58:45.7,29:00.6,31,1,1,,,,,,,10,1,16.1,16.1
17125946,2,51,King,1,0,1,0,53033008002,530330080022,11603,20,7,459,5,5/2/17,3,3,1,2,1,2,2,11,4,4,1,2,4,4,1,1,125,3,1,53033007200,530330072001,11603,Seattle Downtown,483,,,,,2,4,5,4,4,1,1,1,1,5,5,2,2,0,0,0,,,0,0,12:44.1,42:13.2,30,1,1,,,,,,,11,1,30.13924146,30.13924146
17125953,2,59,King,1,0,1,0,53033008700,530330087003,11604,1,1,600,9,5/31/17,4,2,1,2,0,2,7,8,,5,2,1,6,1,1,0,,2,,,,,,,,,,,,,4,5,3,3,4,1,3,4,5,,1,0,0,0,0,1,0,0,32:43.5,57:28.2,3385,1,1,,,,,,,10,1,4.655374438,4.655374438
17125955,1,31,King,1,1,0,0,53033032313,530330323134,11607,1,0,1930,9,5/30/17,3,5,2,2,3,2,1,7,,5,2,2,5,1,1,4,0,1,,,,,,,,,,,,,5,4,2,4,2,5,4,5,4,1,,0,0,1,1,0,0,0,19:38.8,28:38.2,69,5,1,0,1,1,0,1,1,113,4,71.50268406,17.87567102
17125997,2,3,Snohomish,4,0,0,1,53061040100,530610401001,11703,1,0,2254,2,4/13/17,5,1,1,1,0,1,4,6,,4,2,1,2,1,1,2,0,1,1,53061040100,530610401001,11703,,2254,,,,,2,1,5,5,5,5,1,2,4,1,5,,4,0,0,1,1,1,0,0,38:47.5,49:37.7,11,1,1,,,,,,,6,1,4724.766201,4724.766201
17126002,2,51,King,1,0,1,0,53033006100,530330061003,11603,1,15,363,2,4/13/17,5,2,1,2,0,2,6,7,,5,2,1,4,4,1,1,0,2,1,53033003500,530330035003,11601,,264,,,,,2,4,5,4,2,2,4,1,2,4,4,2,2,0,0,1,,,0,0,13:42.8,30:36.8,17,1,1,,,,,,,10,1,25.40072501,25.40072501
17126013,1,51,King,1,0,1,0,53033007500,530330075001,11604,21,9,425,3,4/18/17,3,1,0,1,0,1,4,3,,2,1,2,3,4,1,0,,2,1,53033011800,530330118005,11604,,818,,,,,2,1,4,1,2,3,3,3,3,1,1,1,,0,0,0,0,1,0,0,04:09.5,11:53.7,7,7,1,1,1,1,1,1,1,35,4,25.07485447,6.268713618
17126027,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,5,5/2/17,3,3,3,3,0,2,7,11,6,6,2,1,7,1,1,0,,1,,,,,,,,,,,,,3,5,4,1,1,1,5,1,1,2,4,0,0,0,1,0,0,0,56:41.3,23:25.4,27,1,1,,,,,,,10,1,10.30053186,10.30053186
17126042,2,55,King,1,0,1,0,53033004900,530330049003,11601,1,17,324,9,5/31/17,4,2,1,2,0,1,8,7,,5,2,1,7,1,1,1,0,3,,,,,,,,,,,,,5,3,4,3,5,3,3,4,5,,1,0,0,0,1,0,0,0,31:29.4,46:00.7,15,1,1,,,,,,,5,1,15.84739551,15.84739551
17126043,2,11,Pierce,3,0,0,1,53053072311,530530723111,11502,30,0,2939,2,4/13/17,5,1,1,1,0,0,4,2,,1,2,2,5,4,1,1,20,3,,,,,,,,,,,,,3,1,1,2,1,2,1,1,1,2,2,0,0,1,0,1,0,0,28:45.8,55:49.6,27,1,1,,,,,,,2,1,283.2622103,283.2622103
17126046,1,23,King,1,1,0,0,53033022902,530330229022,11607,1,0,1622,3,4/18/17,3,2,3,2,0,2,7,8,,5,2,1,7,1,1,4,0,1,,,,,,,,,,,,,1,4,2,2,2,5,5,1,4,1,,0,1,0,1,0,0,0,10:05.8,40:26.9,30,7,1,1,1,1,1,1,1,66,4,23.875,5.968749999
