hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_notwa_city,prev_work_notwa_zip,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_final,hh_day_wt_final
17123980,1712398001,1,51,2,6/1/17,0,,1,5,1,7,,0,3,6,6,1,1,2,2,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033005302,530330053022,11602,Seattle University Community,303,1,1,7,3,7,5,2,2,2,1,3,2,2,3,3,3,3,1,,,,,2,2,,,3,3,3,2,2,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,5,1,62.64680882,62.64680882
17123980,1712398002,2,51,2,6/1/17,1,,3,5,2,7,,0,3,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033005302,530330053022,11602,Seattle University Community,303,1,1,7,3,7,5,2,2,2,1,3,2,2,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,62.64680882,62.64680882
17123993,1712399301,1,23,2,5/25/17,0,,1,9,2,4,,0,1,,7,1,1,3,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,7,7,2,3,1,3,3,3,3,3,3,3,3,,,,,,1,4,,,5,6,1,1,1,4,1,1,6,1,6,1,6,3,5,1,,0,0,17,1,572.9758062,572.9758062
17123993,1712399302,2,23,2,5/25/17,1,,1,9,1,1,1,1,1,,6,1,2,3,,0,0,0,0,0,0,1,0,0,1,2,2,1,5,8,2,5,,,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,2,4,2,2,3,3,4,5,3,4,3,4,3,1,2,3,6,6,6,4,5,5,5,5,,0,0,4,1,572.9758062,572.9758062
17123993,1712399303,3,23,2,5/25/17,2,,3,4,1,,0,0,,97,,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033005302,530330053023,11602,Seattle University Community,302,1,6,7,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,572.9758062,572.9758062
17124036,1712403601,1,33,2,5/9/17,0,,1,11,1,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,7,,,,,,,,,,,,,,,,,3,3,,,2,5,2,4,3,2,2,5,6,6,6,6,6,6,6,6,,0,0,4,1,299.7164768,299.7164768
17124036,1712403602,2,33,2,5/9/17,1,,2,11,2,5,,0,1,,6,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,,0,0,4,1,299.7164768,299.7164768
17124039,1712403901,1,2,2,4/20/17,0,,1,7,1,1,1,1,1,,6,1,2,2,2,1,0,0,1,0,0,0,0,0,1,3,2,1,2,7,2,3,80,0,King County,53033007200,530330072001,11603,Seattle Downtown,474,2,,Beaverton,97005,,,,,,37,0,,,,,,,,1,6,6,1,7,6,,,,,,,,,,,,,3,1,3,2,2,2,2,2,1,2,1,3,2,3,3,3,3,3,4,5,5,5,5,5,,0,0,14,1,581.8510684,581.8510684
17124039,1712403902,2,2,2,4/20/17,1,,3,7,2,5,,0,1,,5,1,1,2,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,581.8510684,581.8510684
17124039,1712403903,3,2,2,4/20/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033025200,530330252002,11610,,1408,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,581.8510684,581.8510684
17124039,1712403904,4,2,2,4/20/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033025200,530330252005,11610,,1400,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,581.8510684,581.8510684
17124053,1712405301,1,13,1,4/18/17,0,1,1,9,1,3,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,4,7,7,,,,,,,,,,,,,,,,,2,2,,,2,2,2,2,2,2,1,1,6,4,4,2,3,3,3,3,2,0,0,42,4,212.6,53.15
17124053,1712405302,2,13,1,4/18/17,1,0,3,9,2,5,,0,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,21,4,212.6,53.15
17124053,1712405303,3,13,1,4/18/17,2,0,3,3,2,,,0,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033024901,530330249012,11608,,1457,1,5,6,5,,,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22,4,212.6,53.15
17124062,1712406201,1,12,2,5/9/17,0,,1,7,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,4,9,2,5,,,King County,53033032309,530330323092,11607,Redmond Downtown,1655,1,King County,,,53033008100,530330081002,11603,Seattle Downtown,531,,,,,,,,,,1,7,7,6,7,7,,,,,,,,,,,,,3,1,2,2,3,3,2,3,2,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,1,2,1,204.1643286,204.1643286
17124062,1712406202,2,12,2,5/9/17,1,,1,6,2,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,4,9,2,5,,,King County,53033032309,530330323092,11607,Redmond Downtown,1655,1,King County,,,53033032309,530330323092,11607,Redmond Downtown,1655,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,3,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,1,2,1,204.1643286,204.1643286
17124062,1712406203,3,12,2,5/9/17,2,,3,1,1,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,204.1643286,204.1643286
17124064,1712406401,1,59,1,4/18/17,0,0,1,6,2,2,1,1,3,6,7,1,,2,2,1,0,0,1,0,0,0,0,0,1,4,1,7,1,8,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,2,,Iowa City,,,,,,,15,0,5,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,6,2,6,5,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,0,1,23,4,4.462188085,1.115547021
17124091,1712409101,1,22,2,5/4/17,0,,1,7,2,1,2,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,8,1,5,,,Snohomish County,53061051925,530610519252,11704,Bothell Canyon Park,2564,,,,,,,,,,,,,,,,,,,1,6,6,5,7,7,,,,,,,,,,,,,1,1,2,2,5,5,4,5,4,5,5,3,2,2,2,2,4,4,4,5,5,5,5,5,,0,1,2,1,16.54005405,16.54005405
17124091,1712409102,2,22,2,5/4/17,1,,1,7,2,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,1,2,1,4,8,2,5,,,King County,53033022802,530330228023,11607,,1629,1,King County,,,53033009300,530330093002,11605,,655,,,,,,,,,,1,7,6,5,7,7,,,,,,,,,,,,,3,1,2,2,5,5,5,5,5,5,5,1,1,1,1,1,4,4,4,5,5,5,5,6,,0,1,2,1,16.54005405,16.54005405
17124093,1712409301,1,54,2,5/2/17,0,,2,7,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,1,0,0,0,1,3,2,6,4,7,,,,,King County,53033008200,530330082001,11603,Seattle Downtown,525,2,,,,,,,,,,1,,,,,,,,1,4,2,1,6,5,2,3,1,3,3,3,3,3,3,3,3,,3,2,2,3,1,1,2,6,2,1,1,4,3,4,4,4,3,3,3,,,,,,,1,0,6,1,35.8382501,35.8382501
17124093,1712409302,2,54,2,5/2/17,1,,3,7,2,1,1,1,1,,7,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3,4,1,4,5,1,1,,1,Greater Vancouver,,,,,,2,,,,,,,,,,1,,,,,,,,1,5,3,3,5,7,2,2,1,3,3,3,3,3,3,3,3,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,35.8382501,35.8382501
17124093,1712409303,3,54,2,5/2/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033003000,530330030003,11601,,142,1,5,3,2,,,2,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,35.8382501,35.8382501
17124142,1712414201,1,13,2,5/17/17,0,,1,8,2,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,0,0,0,1,1,2,1,5,9,1,5,,,King County,53033028802,530330288021,11611,SeaTac,1012,,,,,,,,,,,,,,,,,,,1,6,7,7,7,6,,,,,,,,,,,,,1,1,3,1,1,1,1,1,1,1,1,3,2,3,3,2,5,4,5,5,5,5,5,5,,0,0,5,1,213.1269033,213.1269033
17124142,1712414202,2,13,2,5/17/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033024100,530330241003,11608,,1593,1,2,7,3,,,2,2,1,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,1,213.1269033,213.1269033
17124159,1712415901,1,11,2,4/26/17,0,,1,7,1,3,2,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,3,4,1,,5,3,2,50,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,3,7,5,2,2,2,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,2,2,1,3,3,3,2,2,6,4,4,4,4,4,4,3,,0,0,5,1,285.5189876,285.5189876
17124159,1712415902,2,11,2,4/26/17,1,,2,8,2,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,5,2,2,2,3,3,3,3,3,3,3,3,,3,1,1,1,3,3,,,3,3,3,3,3,2,2,1,5,5,5,5,5,5,5,5,,0,0,2,1,285.5189876,285.5189876
17124172,1712417201,1,31,1,5/2/17,0,1,1,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,1,9,2,5,,,King County,53033032313,530330323132,11607,,1910,1,King County,,,53033022802,530330228023,11607,,1629,,,,,,,,,,1,6,7,3,7,7,,,,,,,,,,,,,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,5,5,5,5,5,1,0,0,23,1,7.204868742,7.204868742
17124172,1712417202,2,31,1,5/2/17,1,0,2,6,2,1,1,1,1,,7,1,2,2,2,1,0,0,1,0,0,0,0,0,1,3,3,1,2,7,2,5,,,King County,53033032309,530330323092,11607,Redmond Downtown,1674,1,King County,,,53033022803,530330228033,11607,,1613,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,3,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,6,4,4,6,6,6,6,6,1,0,0,22,1,7.204868742,7.204868742
17124172,1712417203,3,31,1,5/2/17,2,0,3,1,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,7.204868742,7.204868742
17124184,1712418401,1,56,2,5/25/17,0,,1,8,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,7,7,2,2,1,2,2,2,2,2,2,3,3,,1,1,1,1,5,5,,,5,5,5,1,1,1,1,1,3,3,3,3,3,2,3,2,,0,0,3,1,173.6987427,173.6987427
17124184,1712418402,2,56,2,5/25/17,1,,2,9,2,6,,0,1,,3,1,2,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,6,6,,,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,,0,0,3,1,173.6987427,173.6987427
17124204,1712420401,1,3,2,5/2/17,0,,2,10,1,6,,0,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,,,,,2,2,,,2,2,2,1,1,1,1,2,6,4,3,5,5,5,5,6,,0,1,7,1,2892.59803,2892.59803
17124204,1712420402,2,3,2,5/2/17,1,,1,9,2,6,,0,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,7,6,,,,,,,,,,,,,,,,,2,2,,,3,1,2,1,1,1,1,1,6,3,4,4,4,4,5,6,,0,1,0,1,2892.59803,2892.59803
17124211,1712421101,1,31,2,5/17/17,0,,1,5,2,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,1,3,8,2,5,,,King County,53033022802,530330228023,11607,,1645,3,,,,,,,,,,,,,,,,,,1,6,7,2,7,6,,,,,,,,,,,,,4,4,1,2,4,3,2,3,2,3,2,1,1,1,1,1,1,1,2,3,3,3,3,3,,0,0,2,1,47.86805378,47.86805378
17124239,1712423901,1,50,1,4/25/17,0,0,1,7,1,1,1,1,1,,2,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,3,8,2,9,,,,,King County,53033007200,530330072001,11603,Seattle Downtown,485,3,,,,,,,,,,,,,,,,,,1,3,6,1,5,6,2,3,1,3,3,3,3,3,3,3,3,,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,1,0,1,14,3,52.91169722,17.63723241
17124273,1712427301,1,59,2,4/25/17,0,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,3,2,1,5,,,King County,53033023804,530330238041,11608,Bellevue,1544,1,King County,,,53033006800,530330068002,11603,,387,,,,,,,,,,1,7,6,7,7,7,,,,,,,,,,,,,3,1,3,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,2,1,4.390270077,4.390270077
17124273,1712427302,2,59,2,4/25/17,1,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,8,2,2,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,531,2,,chicago,,,,,,,13,0,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,2,1,4.390270077,4.390270077
17124311,1712431101,1,51,1,4/18/17,0,0,1,10,1,6,,0,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,6,,,,,,,,,,,,,,,,,2,2,,,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,0,0,22,4,543.8972737,135.9743184
17124315,1712431501,1,11,2,4/18/17,0,,1,6,2,2,1,1,3,6,3,1,1,2,2,1,0,0,0,0,1,0,0,0,1,5,4,1,1,10,1,5,,,Thurston County,,,,,,2,,City of industry,,,,,,,5,0,4,Pierce County,53053072901,530530729011,11503,,3348,1,7,7,2,7,7,,,,,,,,,,,,,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,1,4,1,6170.221212,6170.221212
17124315,1712431502,2,11,2,4/18/17,1,,3,6,1,1,1,1,2,6,3,1,1,2,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,10,1,5,,,Pierce County,53053072903,530530729031,11503,,3070,2,,Anahiem,,,,,,,5,0,6,Pierce County,53053072901,530530729011,11503,,3348,1,7,7,7,7,7,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,6170.221212,6170.221212
17124316,1712431601,1,1,1,4/11/17,0,0,1,9,2,1,1,1,1,,4,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,7,9,4,5,,,King County,53033031400,530330314001,11615,,2067,,,,,,,,,,,,,,,,,,,1,7,6,2,7,7,,,,,,,,,,,,,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,0,1,37,1,475.275,475.275
17124316,1712431602,2,1,1,4/11/17,1,0,1,10,1,2,1,1,1,,2,1,1,1,2,1,0,0,0,0,0,1,0,0,1,4,4,1,5,9,1,5,,,Pierce County,53053071704,530530717041,11504,,3343,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,,,,,,,,,,,,,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,0,1,35,1,475.275,475.275
17124324,1712432401,1,51,2,5/17/17,0,,1,6,1,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,6,1,8,,,,,King County,53033005400,530330054003,11601,,315,1,King County,,,53033004900,530330049002,11601,,324,,,,,,,,,,1,4,2,1,4,7,2,2,1,3,3,3,3,3,3,3,3,,3,1,2,3,3,3,5,5,5,5,4,3,3,4,3,3,3,3,3,,,,,,,0,0,6,1,48.81157343,48.81157343
17124324,1712432402,2,51,2,5/17/17,1,,2,6,2,5,,0,1,,6,3,,2,2,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1,4,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,2,2,,,5,5,4,3,2,3,1,3,3,3,3,3,3,4,4,5,,0,0,11,1,48.81157343,48.81157343
17124324,1712432403,3,51,2,5/17/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033003300,530330033005,11601,,161,1,4,5,1,,,2,2,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,48.81157343,48.81157343
17124342,1712434201,1,3,1,4/18/17,0,1,1,7,2,1,2,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,6,2,2,2,3,3,2,3,3,1,3,2,,1,1,3,2,5,4,,,4,5,4,2,2,2,2,2,3,2,2,5,5,5,5,5,2,0,1,75,2,494.9479127,247.4739564
17124342,1712434202,2,3,1,4/18/17,1,0,1,8,1,1,1,1,1,,3,1,3,2,2,1,1,0,0,0,0,0,0,0,1,2,2,1,6,10,3,5,,,King County,53033029700,530330297003,11613,Kent,1255,,,,,,,,,,,,,,,,,,,1,3,7,3,7,7,1,2,1,3,3,3,3,3,3,3,2,,1,1,1,1,5,5,5,5,5,5,5,1,1,2,1,1,6,2,2,6,6,6,6,6,2,0,1,13,2,494.9479127,247.4739564
17124342,1712434203,3,3,1,4/18/17,2,0,3,4,1,,1,1,,3,,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033030304,530330303042,11612,,1147,1,6,7,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,13,2,494.9479127,247.4739564
17124350,1712435001,1,11,1,4/25/17,0,1,1,7,1,1,1,1,1,,6,1,2,1,2,1,0,0,0,0,0,0,1,0,1,1,2,1,5,7,2,5,,,King County,53033023403,530330234032,11608,,1517,,,,,,,,,,,,,,,,,,,1,6,7,4,7,7,,,,,,,,,,,,,3,1,2,2,3,1,1,1,3,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,1,0,0,16,3,267.4281157,89.14270523
17124350,1712435002,2,11,1,4/25/17,1,0,2,7,2,5,,0,1,,6,1,1,1,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,4,7,7,,,,,,,,,,,,,,,,,1,1,,,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,0,0,25,3,267.4281157,89.14270523
17124350,1712435003,3,11,1,4/25/17,2,0,3,2,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033023700,530330237002,11608,,1608,1,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,3,267.4281157,89.14270523
17124352,1712435201,1,3,2,5/16/17,0,,1,10,2,6,,0,1,,7,1,3,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,7,7,2,2,1,3,1,3,3,3,3,3,3,,,,,,5,4,,,5,5,5,1,1,1,1,1,4,4,4,5,5,5,5,5,,0,0,6,1,518.9747555,518.9747555
17124360,1712436001,1,43,2,5/9/17,0,,1,9,2,3,1,1,1,,6,1,1,1,1,0,0,0,0,0,0,1,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,3,7,7,,,,,,,,,,,,,,,,,6,3,,,6,5,6,1,1,2,1,1,4,3,3,4,4,5,5,6,,0,0,9,1,102.5768672,102.5768672
17124360,1712436002,2,43,2,5/9/17,2,,3,5,1,7,,0,1,,2,3,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,1,102.5768672,102.5768672
17124377,1712437701,1,59,2,5/2/17,0,,3,7,2,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,8,5,9,,,,,King County,53033022701,530330227012,11607,,1603,,,,,,,,,,,,,,,,,,,1,2,7,1,6,6,2,1,1,3,3,3,3,3,3,3,3,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,4.46203567,4.46203567
17124377,1712437702,2,59,2,5/2/17,1,,1,7,1,3,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,2,5,5,1,,9,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,7,6,2,1,1,3,3,3,3,3,3,3,3,,,,,,2,2,3,2,1,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,,0,0,3,1,4.46203567,4.46203567
17124377,1712437703,3,59,2,5/2/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033002400,530330024001,11602,,109,1,4,4,3,,,2,1,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,4.46203567,4.46203567
17124398,1712439801,1,59,2,4/5/17,0,,1,6,1,1,1,1,1,,1,3,,6,,0,1,0,0,0,0,0,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,3,,2,1,1,2,4,2,,,2,2,5,3,3,3,3,3,,,,,,,,,,0,1,0,1,4.588782635,4.588782635
17124398,1712439802,2,59,2,4/5/17,97,,1,7,2,7,,0,1,,7,3,,1,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,4,3,4,,,,,,,,,,,,,,,,,3,3,,,3,3,3,3,3,3,3,3,2,3,3,4,2,5,2,3,,0,1,0,1,4.588782635,4.588782635
17124411,1712441101,1,32,1,5/9/17,0,0,3,9,1,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,133,4,12.5601043,3.140026075
17124411,1712441102,2,32,1,5/9/17,1,0,3,10,2,6,,0,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,12,4,12.5601043,3.140026075
17124458,1712445801,1,22,2,6/1/17,0,,1,6,1,1,1,1,1,,6,1,13,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,2,7,,,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1617,2,,Cheyenne,,,,,,,51,0,,,,,,,,1,3,3,1,7,6,2,3,1,3,2,2,3,3,3,2,3,,3,1,3,3,2,4,3,4,2,2,4,5,5,5,5,5,2,2,2,2,2,3,3,2,,0,0,2,1,16.51676807,16.51676807
17124458,1712445802,2,22,2,6/1/17,1,,3,6,2,3,1,1,1,,6,1,1,2,2,1,1,0,0,0,0,0,0,0,2,1,1,1,,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,16.51676807,16.51676807
17124464,1712446401,1,1,2,5/11/17,0,,1,9,2,2,2,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,4,3,1,5,9,1,5,,,King County,53033031206,530330312061,11614,,1188,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,2,2,2,2,2,5,3,5,5,5,5,5,5,,0,1,4,1,475.275,475.275
