hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_city,prev_work_notwa_zip,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17119926,1711992602,2,2,2,4/12/17,1,,2,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,1,7,5,,,,,,,,,,,,,1,1,1,1,3,3,,,3,3,3,2,2,2,2,2,4,4,4,3,3,3,3,3,,0,0,3,1,632.6472803,632.6472803
17119926,1711992603,3,2,2,4/12/17,2,,3,1,2,,,0,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,632.6472803,632.6472803
17119957,1711995701,1,52,2,4/12/17,0,,1,10,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,3,6,6,10,,,,,King County,53033008400,530330084002,11603,Seattle First Hill/Capitol Hill,581,,,,,,,,,,,,,,,,,,,1,7,3,3,7,7,,,,,,,,,,,,,1,1,4,4,6,6,5,5,5,6,6,1,1,1,1,1,5,4,4,2,2,2,2,2,,0,0,3,1,23.34851002,23.34851002
17119958,1711995801,1,23,2,4/20/17,0,,1,7,1,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,2,7,2,5,,,King County,53033032309,530330323092,11607,Redmond Downtown,1655,1,King County,53033032309,530330323092,11607,Redmond Downtown,1655,,,,,,,,,,,,1,4,4,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,,0,0,3,1,23.875,23.875
17119958,1711995802,2,23,2,4/20/17,1,,1,7,2,1,1,1,1,,6,1,2,1,2,1,0,1,1,0,0,0,0,0,1,3,5,1,3,4,1,3,150,0,King County,53033023804,530330238041,11608,Bellevue,1544,3,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,1,2,1,2,1,1,2,1,1,2,2,,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,,0,0,0,1,23.875,23.875
17119958,1711995803,3,23,2,4/20/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032309,530330323092,11607,Redmond Downtown,1655,1,1,1,1,,,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,23.875,23.875
17119958,1711995804,4,23,2,4/20/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032309,530330323092,11607,Redmond Downtown,1655,1,5,5,5,,,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,23.875,23.875
17119971,1711997101,1,43,2,5/9/17,0,,1,5,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,8,2,5,,,King County,53033032313,530330323132,11607,,1910,2,,,,,,,Chicago,,13,0,,,,,,,,1,5,7,3,7,6,2,2,1,3,3,3,3,3,3,1,2,,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,5,,0,0,7,1,92.9909793,92.9909793
17119971,1711997102,2,43,2,5/9/17,6,,2,5,1,1,1,1,2,6,6,3,,2,2,1,0,0,0,0,1,0,0,0,1,2,2,8,2,7,,,,,King County,53033022803,530330228033,11607,,1613,3,,,,,,,,,,,8,,,,,,,1,1,7,5,7,4,2,2,1,3,3,3,3,3,3,1,3,,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,5,1,92.9909793,92.9909793
17119977,1711997701,1,11,1,5/9/17,0,0,1,7,2,2,1,1,3,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,5,4,8,1,7,,,,,King County,53033021804,530330218042,11606,,1798,1,King County,53033011800,530330118006,11604,,848,,,,,5,King County,53033021804,530330218042,11606,,1798,1,3,6,4,7,7,2,2,2,1,3,3,3,3,3,3,3,2,3,4,4,4,2,2,5,2,2,2,2,3,2,3,2,3,1,1,1,1,1,2,2,1,1,0,0,39,3,267.425,89.14166667
17119984,1711998401,1,51,2,5/17/17,0,,1,7,2,1,2,1,1,,6,1,13,1,1,0,0,0,0,0,0,1,0,0,1,2,2,6,5,8,,,,,King County,53033008300,530330083002,11603,Seattle Downtown,507,,,,,,,,,,,,,,,,,,,1,4,2,1,7,7,2,2,1,2,2,2,2,2,2,2,3,,3,1,1,1,5,5,5,5,5,5,5,2,1,2,2,2,3,3,3,,,,,,,0,0,2,1,441.7097587,441.7097587
17119984,1711998402,2,51,2,5/17/17,1,,1,8,2,2,3,1,3,6,6,1,1,1,1,0,0,0,0,0,0,1,0,0,2,5,1,1,,9,3,5,,,,,,,,,,,,,,,,,,,,2,King County,53033001900,530330019001,11602,,72,1,6,7,3,7,7,,,,,,,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,,0,0,2,1,441.7097587,441.7097587
17119989,1711998901,1,33,1,5/23/17,0,0,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,4,8,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1616,1,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,1,5,6,3,7,3,2,3,1,3,3,3,3,3,3,2,3,,2,2,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,0,1,18,4,12.5,3.125000001
17120013,1712001301,1,54,2,4/20/17,0,,1,6,2,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,8,,,,,King County,53033008200,530330082001,11603,Seattle Downtown,515,1,King County,53033008200,530330082001,11603,Seattle Downtown,515,,,,,,,,,,,,1,2,7,3,4,3,2,1,1,3,3,3,3,3,3,3,3,,3,1,3,3,3,1,2,2,2,2,1,2,2,3,1,2,,,,-9999,-9999,-9999,-9999,-9999,,0,1,3,1,14.45,14.45
17120013,1712001302,2,54,2,4/20/17,1,,2,6,1,1,1,1,1,,3,3,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,4,8,,,,,King County,53033007000,530330070003,11603,Seattle Uptown,400,3,,,,,,,,,,,,,,,,,,1,2,7,4,7,3,2,1,1,3,3,3,3,3,3,3,3,,3,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,14.45,14.45
17120013,1712001303,3,54,2,4/20/17,6,,2,6,2,2,1,1,1,,6,1,,2,1,0,0,0,0,0,1,0,0,0,2,3,2,16,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,3,3,1,3,1,3,3,3,3,3,3,3,3,,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6,2,2,6,6,6,6,6,,0,1,0,1,14.45,14.45
17120025,1712002501,1,3,2,5/9/17,0,,1,10,2,6,,0,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,7,2,3,1,3,3,3,3,3,3,3,3,,,,,,5,6,,,5,5,6,1,6,1,2,1,3,3,3,6,6,6,6,6,,0,0,6,1,508.7818608,508.7818608
17120025,1712002502,2,3,2,5/9/17,1,,3,11,1,6,,0,1,,7,1,1,5,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,1,508.7818608,508.7818608
17120036,1712003601,1,50,2,4/27/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,1,0,0,1,2,2,8,1,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,502,1,King County,53033004301,530330043011,11602,Seattle University Community,289,,,,,,,,,,,,1,3,7,3,7,6,2,3,1,3,3,3,3,3,3,3,3,,1,1,4,1,3,3,3,3,2,3,2,4,2,2,4,2,2,1,2,5,3,3,5,2,,0,1,4,1,45.81499114,45.81499114
17120036,1712003602,2,50,2,4/27/17,1,,2,6,1,2,1,1,1,,3,1,1,2,2,1,1,0,0,0,0,1,0,0,1,3,3,8,2,9,,,,,King County,53033004700,530330047004,11601,,244,1,King County,53033007200,530330072001,11603,Seattle Downtown,486,,,,,,,,,,,,1,3,7,3,7,4,1,3,2,3,3,3,3,3,3,3,3,,1,1,4,4,2,3,2,3,1,2,2,5,3,3,4,4,2,2,2,5,5,5,5,5,,0,1,6,1,45.81499114,45.81499114
17120046,1712004601,1,51,2,5/31/17,0,,1,9,2,1,3,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,7,5,,,,,,,,,,,,,1,1,1,1,2,2,,,2,3,2,4,3,4,2,2,6,2,2,2,3,3,3,3,,0,0,8,1,23.225,23.225
17120046,1712004602,2,51,2,5/31/17,1,,3,9,1,1,2,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,5,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,23.225,23.225
17120076,1712007601,1,22,1,5/16/17,0,0,1,6,1,1,1,1,1,,6,1,,2,2,1,0,0,1,0,0,0,0,0,1,3,2,8,2,7,,,,,King County,53033032313,530330323132,11607,,1910,3,,,,,,,,,,,,,,,,,,1,4,7,7,7,7,2,2,1,3,3,3,3,3,3,2,3,,1,1,1,1,3,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,16,4,386.4,96.59999997
17120096,1712009601,1,52,2,5/18/17,0,,1,6,4,1,3,1,1,,7,1,13,1,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,6,,,,,Snohomish County,53061051000,530610510001,11701,,2624,1,King County,53033005302,530330053023,11602,Seattle University Community,302,,,,,,,,,,,,1,2,1,1,7,7,2,3,3,1,3,3,3,3,3,3,3,,1,3,1,3,5,5,5,5,5,5,5,4,2,2,4,4,,,,,,,,,,0,0,10,1,31.06394871,31.06394871
17120096,1712009602,2,52,2,5/18/17,6,,1,7,1,1,1,1,1,,6,1,13,1,2,1,0,0,0,0,0,1,0,0,1,3,2,8,3,9,,,,,King County,53033027200,530330272001,11611,,906,1,King County,53033008100,530330081003,11603,Seattle Downtown,479,,,,,,,,,,,,1,2,2,4,7,7,2,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,2,4,4,2,5,2,3,2,2,1,2,2,,,,,,,,,,0,0,7,1,31.06394871,31.06394871
17120128,1712012801,1,1,2,4/20/17,0,,1,7,1,3,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,1,1,1,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,7,7,1,2,2,2,2,2,2,2,2,2,2,,,,,,5,5,1,5,1,2,1,1,1,1,2,3,3,3,3,2,2,2,2,2,,0,0,9,1,480.7175912,480.7175912
17120128,1712012802,2,1,2,4/20/17,1,,1,6,2,3,1,1,1,,6,1,2,2,1,0,0,0,1,1,0,0,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,6,7,7,,,,,,,,,,,,,,,,,2,2,,,5,5,2,2,2,2,2,2,4,4,4,3,3,3,3,3,,0,0,10,1,480.7175912,480.7175912
17120128,1712012803,3,1,2,4/20/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pierce County,53053062300,530530623004,11501,,3208,1,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,480.7175912,480.7175912
17120128,1712012804,4,1,2,4/20/17,2,,3,2,1,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Pierce County,53053062300,530530623004,11501,,3208,1,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,1,480.7175912,480.7175912
17120140,1712014001,1,54,2,5/17/17,0,,1,7,1,7,,0,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,7,6,,,,,,,,,,,,,,,,,1,1,,,2,1,1,4,3,4,2,4,4,4,4,4,4,4,4,4,,0,1,3,1,339.6551738,339.6551738
17120168,1712016801,1,50,1,5/30/17,0,0,1,6,1,3,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,1,7,6,,,,,,,,,,,,,,,,,1,2,,,1,1,2,4,2,2,5,2,2,2,2,3,1,2,3,2,1,0,0,60,4,138.8254294,34.70635736
17120168,1712016802,2,50,1,5/30/17,1,0,1,5,2,1,1,1,1,,6,1,13,2,2,1,0,0,1,0,0,0,0,0,1,2,2,8,1,2,,,,,King County,53033009300,530330093002,11605,Seattle Downtown,631,2,,,,,,,Margaretville,12455,32,0,,,,,,,,1,2,7,2,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,2,3,2,2,1,1,2,4,4,3,4,2,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,36,4,138.8254294,34.70635736
17120172,1712017201,1,54,2,4/5/17,0,,1,6,2,7,,0,3,6,7,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,King County,53033005302,530330053022,11602,Seattle University Community,306,1,3,5,1,7,5,2,2,2,1,3,3,3,3,3,3,3,1,,,,,3,2,,,3,3,2,2,2,1,1,1,1,2,1,1,1,2,3,2,,0,0,2,1,18.71279122,18.71279122
17120172,1712017202,2,54,2,4/5/17,1,,3,6,1,2,1,1,3,6,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,6,5,1,3,9,3,5,,,King County,53033001701,530330017013,11601,,79,1,King County,53033001200,530330012004,11602,Seattle Northgate,69,,,,,2,King County,53033005302,530330053023,11602,Seattle University Community,302,1,2,2,4,7,5,2,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,18.71279122,18.71279122
17120172,1712017203,3,54,2,4/5/17,6,,3,6,2,1,1,1,1,,7,1,12,2,2,1,0,0,0,0,0,1,0,0,1,3,2,6,1,9,,,,,King County,53033007300,530330073002,11603,Seattle South Lake Union,431,3,,,,,,,,,,,,,,,,,,1,5,1,3,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,18.71279122,18.71279122
17120189,1712018901,1,50,1,5/23/17,0,0,1,6,1,1,1,1,1,,6,1,,1,2,1,0,0,0,0,0,1,0,0,1,3,3,8,1,6,,,,,King County,53033007100,530330071001,11603,Seattle Uptown,442,1,King County,53033008500,530330085001,11603,Seattle Downtown,539,,,,,,,,,,,,1,2,7,1,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,3,3,4,3,3,2,2,2,4,4,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,16,2,49.6560786,24.8280393
17120189,1712018902,2,50,1,5/23/17,1,0,1,6,2,7,,0,3,6,6,1,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,3,7,1,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,1,1,1,1,2,2,2,5,5,5,5,5,1,0,0,3,2,49.6560786,24.8280393
17120241,1712024101,1,53,2,4/12/17,0,,1,7,1,4,,0,2,6,7,1,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,King County,53033005302,530330053023,11602,Seattle University Community,302,1,4,2,2,7,7,2,3,2,1,3,3,3,3,3,3,3,1,,,,,2,1,,,1,1,2,3,2,5,2,2,1,1,1,,,,,,,0,0,4,1,557.047148,557.047148
17120251,1712025101,1,52,1,5/2/17,0,1,1,6,2,7,,0,1,,2,3,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,7,6,2,2,1,3,3,3,3,3,3,3,3,,,,,,6,2,,,3,3,5,1,1,1,1,1,1,1,1,2,3,4,4,3,1,0,0,19,3,23.57864538,7.859548458
17120251,1712025102,2,52,1,5/2/17,1,0,2,7,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,2,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,4,7,5,2,2,1,3,3,3,3,3,3,3,3,,3,2,3,3,2,1,2,2,3,2,2,2,2,2,3,3,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,22,3,23.57864538,7.859548458
17120251,1712025103,3,52,1,5/2/17,2,0,3,1,1,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,23.57864538,7.859548458
17120296,1712029601,1,58,1,5/23/17,0,0,3,5,2,1,1,1,1,,6,1,,1,2,1,0,0,0,0,0,1,0,0,1,3,3,8,1,6,,,,,King County,53033008100,530330081001,11603,Seattle Downtown,528,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,22,1,48.81154608,48.81154608
17120318,1712031801,1,2,2,5/2/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,4,7,,,,,King County,53033023803,530330238031,11608,Bellevue,1549,1,King County,53033008100,530330081002,11603,Seattle Downtown,531,,,,,,,,,,,,1,2,6,1,7,6,2,3,1,3,3,3,3,3,3,3,3,,2,1,3,4,5,2,5,4,5,5,2,1,1,3,1,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,547.0675992,547.0675992
17120318,1712031802,2,2,2,5/2/17,1,,1,6,1,1,1,1,1,,6,1,2,2,1,0,0,0,0,0,0,1,0,0,1,2,2,1,4,2,1,5,,,King County,53033024800,530330248003,11608,,1468,1,King County,53033023804,530330238041,11608,Bellevue,1544,,,,,,,,,,,,1,7,7,1,7,6,,,,,,,,,,,,,1,1,4,1,1,3,1,5,1,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,,0,0,4,1,547.0675992,547.0675992
17120335,1712033501,1,50,2,6/1/17,0,,1,11,2,6,,0,1,,7,3,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,7,7,2,2,1,3,1,2,2,3,3,3,3,,,,,,5,5,,,5,5,5,6,6,6,2,1,3,3,3,6,6,6,6,6,,0,0,3,1,53.96676754,53.96676754
17120335,1712033502,2,50,2,6/1/17,97,,1,9,1,6,,0,1,,6,1,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,2,7,7,2,2,1,3,3,2,2,3,3,3,2,,,,,,5,5,,,5,5,5,6,6,6,6,6,3,3,3,6,6,6,6,6,,0,0,5,1,53.96676754,53.96676754
17120358,1712035801,1,11,2,5/31/17,0,,2,5,2,7,,0,3,6,3,3,,1,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Snohomish County,53061051500,530610515003,11701,,2587,1,1,6,3,5,4,2,2,1,3,3,3,3,3,3,3,3,2,,,,,5,6,,,5,5,1,1,1,5,1,6,,,,-9999,-9999,-9999,-9999,-9999,,1,0,0,1,267.425,267.425
17120358,1712035802,2,11,2,5/31/17,1,,2,6,1,1,1,1,1,,3,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,2,1,,10,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,5,7,4,,,,,,,,,,,,,1,4,1,3,1,1,1,1,1,1,1,6,6,6,1,1,4,2,2,5,5,5,5,4,,1,0,1,1,267.425,267.425
17120360,1712036001,1,43,2,5/24/17,0,,3,6,1,1,1,1,1,,7,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,8,1,8,,,,,King County,53033007300,530330073003,11603,Seattle South Lake Union,432,1,King County,53033008100,530330081002,11603,Seattle Downtown,530,,,,,,,,,,,,1,3,7,3,7,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,9,1,4.654276702,4.654276702
17120360,1712036002,2,43,2,5/24/17,1,,1,6,2,5,,0,1,,2,1,13,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,7,,,,,,,,,,,,,,,,,3,2,,,3,3,2,1,1,1,1,1,3,3,3,6,6,6,6,6,,0,0,5,1,4.654276702,4.654276702
17120360,1712036003,3,43,2,5/24/17,2,,3,2,1,,,0,,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,,,2,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,1,4.654276702,4.654276702
17120363,1712036301,1,13,1,5/23/17,0,0,1,9,2,1,1,1,1,,3,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,4,1,6,3,1,5,,,Kitsap County,53035090700,530350907003,11801,,3685,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,3,4,4,2,1,2,2,1,2,1,5,2,5,5,5,3,3,4,6,6,6,6,6,1,1,0,14,1,3397.892095,3397.892095
17120363,1712036302,2,13,1,5/23/17,1,0,3,8,1,1,1,1,1,,1,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,2,1,7,9,1,5,,,King County,53033007100,530330071001,11603,,444,,,,,,,,,,,,,,,,,,,1,2,7,1,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,1,1,0,11,1,3397.892095,3397.892095
17120416,1712041601,1,31,2,6/1/17,0,,1,7,1,1,1,1,1,,6,1,1,3,,0,0,0,0,0,0,0,1,0,1,3,2,1,6,8,2,5,,,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,3,2,2,2,4,4,4,4,5,4,2,2,2,2,2,2,5,2,5,5,5,5,5,5,,0,0,11,1,6.575,6.575
17120435,1712043501,1,11,1,5/23/17,0,0,1,7,1,6,,0,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,7,6,2,2,1,2,1,2,2,3,3,3,3,,,,,,1,3,,,1,1,1,4,2,5,4,5,3,3,3,4,4,4,4,4,2,0,1,5,2,284.1605233,142.0802616
17120475,1712047501,1,11,1,5/9/17,0,0,1,5,2,2,2,1,1,,5,1,1,1,2,1,0,0,0,0,0,1,0,0,1,4,2,1,1,10,1,5,,,Pierce County,53053072903,530530729031,11503,,3070,2,,,,,,,Tucson,,3,0,,,,,,,,1,6,4,2,7,6,,,,,,,,,,,,,1,1,1,1,6,3,3,3,3,3,3,1,1,1,1,1,5,5,5,3,4,3,3,4,1,0,1,46,3,268.3351015,89.44503385
17120475,1712047502,2,11,1,5/9/17,1,0,1,6,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,3,7,6,,,,,,,,,,,,,1,3,1,2,1,6,,,1,1,1,2,1,4,2,2,3,2,3,2,2,2,2,2,1,0,0,38,3,268.3351015,89.44503385
17120482,1712048201,1,50,2,4/12/17,0,,1,5,2,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,7,1,6,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,530,2,,,,,,,State College,16801,38,0,,,,,,,,1,6,7,1,7,6,,,,,,,,,,,,,2,2,1,1,1,1,1,1,5,1,1,5,1,5,2,2,1,5,5,6,6,6,6,6,,0,1,3,1,49.37908161,49.37908161
17120482,1712048202,2,50,2,4/12/17,1,,2,5,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,1,5,1,5,,,King County,53033032602,530330326021,11616,,1984,2,,,,,,,State College,16801,38,0,,,,,,,,1,6,7,1,7,6,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,6,6,6,6,6,6,6,6,,0,1,0,1,49.37908161,49.37908161
17120485,1712048501,1,50,2,4/4/17,0,,1,6,1,1,1,1,1,,6,1,,2,1,0,0,0,0,0,0,1,0,0,1,2,2,8,1,8,,,,,King County,53033023803,530330238032,11608,Bellevue,1552,2,,,,,,,radnor,,38,0,,,,,,,,1,1,6,4,5,7,2,2,1,3,3,3,3,3,3,3,3,,4,4,3,4,5,2,2,5,2,3,2,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,3,1,48.54323944,48.54323944
17120485,1712048502,2,50,2,4/4/17,1,,2,6,2,1,1,1,1,,6,1,,1,2,1,0,0,0,0,1,1,0,0,1,3,2,8,1,9,,,,,King County,53033009300,530330093003,11605,,657,2,,,,,,,media,,38,0,,,,,,,,1,1,6,3,6,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,48.54323944,48.54323944
